,file_name,vulnerability
201,SmartContract_No201.sol,Integeroverflow
202,SmartContract_No202.sol,Integeroverflow
203,SmartContract_No203.sol,Integeroverflow
204,SmartContract_No204.sol,Integeroverflow
205,SmartContract_No205.sol,Integeroverflow
206,SmartContract_No206.sol,Integeroverflow
207,SmartContract_No207.sol,Integeroverflow
208,SmartContract_No208.sol,Integeroverflow
209,SmartContract_No209.sol,Integeroverflow
210,SmartContract_No210.sol,Integeroverflow
211,SmartContract_No211.sol,Integeroverflow
212,SmartContract_No212.sol,Integeroverflow
213,SmartContract_No213.sol,Integeroverflow
214,SmartContract_No214.sol,Integeroverflow
215,SmartContract_No215.sol,Integeroverflow
216,SmartContract_No216.sol,Integeroverflow
217,SmartContract_No217.sol,Integeroverflow
218,SmartContract_No218.sol,Integeroverflow
219,SmartContract_No219.sol,Integeroverflow
220,SmartContract_No220.sol,Integeroverflow
221,SmartContract_No221.sol,Integeroverflow
222,SmartContract_No222.sol,Integeroverflow
223,SmartContract_No223.sol,Integeroverflow
224,SmartContract_No224.sol,Integeroverflow
225,SmartContract_No225.sol,Integeroverflow
226,SmartContract_No226.sol,Integeroverflow
227,SmartContract_No227.sol,Integeroverflow
228,SmartContract_No228.sol,Integeroverflow
229,SmartContract_No229.sol,Integeroverflow
230,SmartContract_No230.sol,Integeroverflow
231,SmartContract_No231.sol,Integeroverflow
232,SmartContract_No232.sol,Integeroverflow
233,SmartContract_No233.sol,Integeroverflow
234,SmartContract_No234.sol,Integeroverflow
235,SmartContract_No235.sol,Integeroverflow
236,SmartContract_No236.sol,Integeroverflow
237,SmartContract_No237.sol,Integeroverflow
238,SmartContract_No238.sol,Integeroverflow
239,SmartContract_No239.sol,Integeroverflow
240,SmartContract_No240.sol,Integeroverflow
241,SmartContract_No241.sol,Integeroverflow
242,SmartContract_No242.sol,Integeroverflow
243,SmartContract_No243.sol,Integeroverflow
244,SmartContract_No244.sol,Integeroverflow
245,SmartContract_No245.sol,Integeroverflow
246,SmartContract_No246.sol,Integeroverflow
247,SmartContract_No247.sol,Integeroverflow
248,SmartContract_No248.sol,Integeroverflow
249,SmartContract_No249.sol,Integeroverflow
250,SmartContract_No250.sol,Integeroverflow
251,SmartContract_No251.sol,Integeroverflow
252,SmartContract_No252.sol,Integeroverflow
253,SmartContract_No253.sol,Integeroverflow
254,SmartContract_No254.sol,Integeroverflow
255,SmartContract_No255.sol,Integeroverflow
256,SmartContract_No256.sol,Integeroverflow
257,SmartContract_No257.sol,Integeroverflow
258,SmartContract_No258.sol,Integeroverflow
259,SmartContract_No259.sol,Integeroverflow
260,SmartContract_No260.sol,Integeroverflow
261,SmartContract_No261.sol,Integeroverflow
262,SmartContract_No262.sol,Integeroverflow
263,SmartContract_No263.sol,Integeroverflow
264,SmartContract_No264.sol,Integeroverflow
265,SmartContract_No265.sol,Integeroverflow
266,SmartContract_No266.sol,Integeroverflow
267,SmartContract_No267.sol,Integeroverflow
268,SmartContract_No268.sol,Integeroverflow
269,SmartContract_No269.sol,Integeroverflow
270,SmartContract_No270.sol,Integeroverflow
271,SmartContract_No271.sol,Integeroverflow
272,SmartContract_No272.sol,Integeroverflow
273,SmartContract_No273.sol,Integeroverflow
274,SmartContract_No274.sol,Integeroverflow
275,SmartContract_No275.sol,Integeroverflow
276,SmartContract_No276.sol,Integeroverflow
277,SmartContract_No277.sol,Integeroverflow
278,SmartContract_No278.sol,Integeroverflow
279,SmartContract_No279.sol,Integeroverflow
280,SmartContract_No280.sol,Integeroverflow
281,SmartContract_No281.sol,Integeroverflow
282,SmartContract_No282.sol,Integeroverflow
283,SmartContract_No283.sol,Integeroverflow
284,SmartContract_No284.sol,Integeroverflow
285,SmartContract_No285.sol,Integeroverflow
286,SmartContract_No286.sol,Integeroverflow
287,SmartContract_No287.sol,Integeroverflow
288,SmartContract_No288.sol,Integeroverflow
289,SmartContract_No289.sol,Integeroverflow
290,SmartContract_No290.sol,Integeroverflow
291,SmartContract_No291.sol,Integeroverflow
292,SmartContract_No292.sol,Integeroverflow
293,SmartContract_No293.sol,Integeroverflow
294,SmartContract_No294.sol,Integeroverflow
295,SmartContract_No295.sol,Integeroverflow
296,SmartContract_No296.sol,Integeroverflow
297,SmartContract_No297.sol,Integeroverflow
298,SmartContract_No298.sol,Integeroverflow
299,SmartContract_No299.sol,Integeroverflow
300,SmartContract_No300.sol,Integeroverflow
301,SmartContract_No301.sol,Integeroverflow
302,SmartContract_No302.sol,Integeroverflow
303,SmartContract_No303.sol,Integeroverflow
304,SmartContract_No304.sol,Integeroverflow
305,SmartContract_No305.sol,Integeroverflow
306,SmartContract_No306.sol,Integeroverflow
307,SmartContract_No307.sol,Integeroverflow
308,SmartContract_No308.sol,Integeroverflow
309,SmartContract_No309.sol,Integeroverflow
310,SmartContract_No310.sol,Integeroverflow
311,SmartContract_No311.sol,Integeroverflow
312,SmartContract_No312.sol,Integeroverflow
313,SmartContract_No313.sol,Integeroverflow
314,SmartContract_No314.sol,Integeroverflow
315,SmartContract_No315.sol,Integeroverflow
316,SmartContract_No316.sol,Integeroverflow
317,SmartContract_No317.sol,Integeroverflow
318,SmartContract_No318.sol,Integeroverflow
319,SmartContract_No319.sol,Integeroverflow
320,SmartContract_No320.sol,Integeroverflow
321,SmartContract_No321.sol,Integeroverflow
322,SmartContract_No322.sol,Integeroverflow
323,SmartContract_No323.sol,Integeroverflow
324,SmartContract_No324.sol,Integeroverflow
325,SmartContract_No325.sol,Integeroverflow
326,SmartContract_No326.sol,Integeroverflow
327,SmartContract_No327.sol,Integeroverflow
328,SmartContract_No328.sol,Integeroverflow
329,SmartContract_No329.sol,Integeroverflow
330,SmartContract_No330.sol,Integeroverflow
331,SmartContract_No331.sol,Integeroverflow
332,SmartContract_No332.sol,Integeroverflow
333,SmartContract_No333.sol,Integeroverflow
334,SmartContract_No334.sol,Integeroverflow
335,SmartContract_No335.sol,Integeroverflow
336,SmartContract_No336.sol,Integeroverflow
337,SmartContract_No337.sol,Integeroverflow
338,SmartContract_No338.sol,Integeroverflow
339,SmartContract_No339.sol,Integeroverflow
340,SmartContract_No340.sol,Integeroverflow
341,SmartContract_No341.sol,Integeroverflow
342,SmartContract_No342.sol,Integeroverflow
343,SmartContract_No343.sol,Integeroverflow
344,SmartContract_No344.sol,Integeroverflow
345,SmartContract_No345.sol,Integeroverflow
346,SmartContract_No346.sol,Integeroverflow
347,SmartContract_No347.sol,Integeroverflow
348,SmartContract_No348.sol,Integeroverflow
349,SmartContract_No349.sol,Integeroverflow
350,SmartContract_No350.sol,Integeroverflow
351,SmartContract_No351.sol,Integeroverflow
352,SmartContract_No352.sol,Integeroverflow
353,SmartContract_No353.sol,Integeroverflow
354,SmartContract_No354.sol,Integeroverflow
355,SmartContract_No355.sol,Integeroverflow
356,SmartContract_No356.sol,Integeroverflow
357,SmartContract_No357.sol,Integeroverflow
358,SmartContract_No358.sol,Integeroverflow
359,SmartContract_No359.sol,Integeroverflow
360,SmartContract_No360.sol,Integeroverflow
361,SmartContract_No361.sol,Integeroverflow
362,SmartContract_No362.sol,Integeroverflow
363,SmartContract_No363.sol,Integeroverflow
364,SmartContract_No364.sol,Integeroverflow
365,SmartContract_No365.sol,Integeroverflow
366,SmartContract_No366.sol,Integeroverflow
367,SmartContract_No367.sol,Integeroverflow
368,SmartContract_No368.sol,Integeroverflow
369,SmartContract_No369.sol,Integeroverflow
370,SmartContract_No370.sol,Integeroverflow
371,SmartContract_No371.sol,Integeroverflow
372,SmartContract_No372.sol,Integeroverflow
373,SmartContract_No373.sol,Integeroverflow
374,SmartContract_No374.sol,Integeroverflow
375,SmartContract_No375.sol,Integeroverflow
376,SmartContract_No376.sol,Integeroverflow
377,SmartContract_No377.sol,Integeroverflow
378,SmartContract_No378.sol,Integeroverflow
379,SmartContract_No379.sol,Integeroverflow
380,SmartContract_No380.sol,Integeroverflow
381,SmartContract_No381.sol,Integeroverflow
382,SmartContract_No382.sol,Integeroverflow
383,SmartContract_No383.sol,Integeroverflow
384,SmartContract_No384.sol,Integeroverflow
385,SmartContract_No385.sol,Integeroverflow
386,SmartContract_No386.sol,Integeroverflow
387,SmartContract_No387.sol,Integeroverflow
388,SmartContract_No388.sol,Integeroverflow
389,SmartContract_No389.sol,Integeroverflow
390,SmartContract_No390.sol,Integeroverflow
391,SmartContract_No391.sol,Integeroverflow
392,SmartContract_No392.sol,Integeroverflow
393,SmartContract_No393.sol,Integeroverflow
394,SmartContract_No394.sol,Integeroverflow
395,SmartContract_No395.sol,Integeroverflow
396,SmartContract_No396.sol,Integeroverflow
397,SmartContract_No397.sol,Integeroverflow
398,SmartContract_No398.sol,Integeroverflow
399,SmartContract_No399.sol,Integeroverflow
400,SmartContract_No400.sol,Integeroverflow
401,SmartContract_No401.sol,Integeroverflow
402,SmartContract_No402.sol,Integeroverflow
403,SmartContract_No403.sol,Integeroverflow
404,SmartContract_No404.sol,Integeroverflow
405,SmartContract_No405.sol,Integeroverflow
406,SmartContract_No406.sol,Integeroverflow
407,SmartContract_No407.sol,Integeroverflow
408,SmartContract_No408.sol,Integeroverflow
409,SmartContract_No409.sol,Integeroverflow
410,SmartContract_No410.sol,Integeroverflow
411,SmartContract_No411.sol,Integeroverflow
412,SmartContract_No412.sol,Integeroverflow
413,SmartContract_No413.sol,Integeroverflow
414,SmartContract_No414.sol,Integeroverflow
415,SmartContract_No415.sol,Integeroverflow
416,SmartContract_No416.sol,Integeroverflow
417,SmartContract_No417.sol,Integeroverflow
418,SmartContract_No418.sol,Integeroverflow
419,SmartContract_No419.sol,Integeroverflow
420,SmartContract_No420.sol,Integeroverflow
421,SmartContract_No421.sol,Integeroverflow
422,SmartContract_No422.sol,Integeroverflow
423,SmartContract_No423.sol,Integeroverflow
424,SmartContract_No424.sol,Integeroverflow
425,SmartContract_No425.sol,Integeroverflow
426,SmartContract_No426.sol,Integeroverflow
427,SmartContract_No427.sol,Integeroverflow
428,SmartContract_No428.sol,Integeroverflow
429,SmartContract_No429.sol,Integeroverflow
430,SmartContract_No430.sol,Integeroverflow
431,SmartContract_No431.sol,Integeroverflow
432,SmartContract_No432.sol,Integeroverflow
433,SmartContract_No433.sol,Integeroverflow
434,SmartContract_No434.sol,Integeroverflow
435,SmartContract_No435.sol,Integeroverflow
436,SmartContract_No436.sol,Integeroverflow
437,SmartContract_No437.sol,Integeroverflow
438,SmartContract_No438.sol,Integeroverflow
439,SmartContract_No439.sol,Integeroverflow
440,SmartContract_No440.sol,Integeroverflow
441,SmartContract_No441.sol,Integeroverflow
442,SmartContract_No442.sol,Integeroverflow
443,SmartContract_No443.sol,Integeroverflow
444,SmartContract_No444.sol,Integeroverflow
445,SmartContract_No445.sol,Integeroverflow
446,SmartContract_No446.sol,Integeroverflow
447,SmartContract_No447.sol,Integeroverflow
448,SmartContract_No448.sol,Integeroverflow
449,SmartContract_No449.sol,Integeroverflow
450,SmartContract_No450.sol,Integeroverflow
451,SmartContract_No451.sol,Integeroverflow
452,SmartContract_No452.sol,Integeroverflow
453,SmartContract_No453.sol,Integeroverflow
454,SmartContract_No454.sol,Integeroverflow
455,SmartContract_No455.sol,Integeroverflow
456,SmartContract_No456.sol,Integeroverflow
457,SmartContract_No457.sol,Integeroverflow
458,SmartContract_No458.sol,Integeroverflow
459,SmartContract_No459.sol,Integeroverflow
460,SmartContract_No460.sol,Integeroverflow
461,SmartContract_No461.sol,Integeroverflow
462,SmartContract_No462.sol,Integeroverflow
463,SmartContract_No463.sol,Integeroverflow
464,SmartContract_No464.sol,Integeroverflow
465,SmartContract_No465.sol,Integeroverflow
466,SmartContract_No466.sol,Integeroverflow
467,SmartContract_No467.sol,Integeroverflow
468,SmartContract_No468.sol,Integeroverflow
469,SmartContract_No469.sol,Integeroverflow
470,SmartContract_No470.sol,Integeroverflow
471,SmartContract_No471.sol,Integeroverflow
472,SmartContract_No472.sol,Integeroverflow
473,SmartContract_No473.sol,Integeroverflow
474,SmartContract_No474.sol,Integeroverflow
475,SmartContract_No475.sol,Integeroverflow
476,SmartContract_No476.sol,Integeroverflow
477,SmartContract_No477.sol,Integeroverflow
478,SmartContract_No478.sol,Integeroverflow
479,SmartContract_No479.sol,Integeroverflow
480,SmartContract_No480.sol,Integeroverflow
481,SmartContract_No481.sol,Integeroverflow
482,SmartContract_No482.sol,Integeroverflow
483,SmartContract_No483.sol,Integeroverflow
484,SmartContract_No484.sol,Integeroverflow
485,SmartContract_No485.sol,Integeroverflow
486,SmartContract_No486.sol,Integeroverflow
487,SmartContract_No487.sol,Integeroverflow
488,SmartContract_No488.sol,Integeroverflow
489,SmartContract_No489.sol,Integeroverflow
490,SmartContract_No490.sol,Integeroverflow
491,SmartContract_No491.sol,Integeroverflow
492,SmartContract_No492.sol,Integeroverflow
493,SmartContract_No493.sol,Integeroverflow
494,SmartContract_No494.sol,Integeroverflow
495,SmartContract_No495.sol,Integeroverflow
496,SmartContract_No496.sol,Integeroverflow
497,SmartContract_No497.sol,Integeroverflow
498,SmartContract_No498.sol,Integeroverflow
499,SmartContract_No499.sol,Integeroverflow
500,SmartContract_No500.sol,Integeroverflow
501,SmartContract_No501.sol,Integeroverflow
502,SmartContract_No502.sol,Integeroverflow
503,SmartContract_No503.sol,Integeroverflow
504,SmartContract_No504.sol,Integeroverflow
505,SmartContract_No505.sol,Integeroverflow
506,SmartContract_No506.sol,Integeroverflow
507,SmartContract_No507.sol,Integeroverflow
508,SmartContract_No508.sol,Integeroverflow
509,SmartContract_No509.sol,Integeroverflow
510,SmartContract_No510.sol,Integeroverflow
511,SmartContract_No511.sol,Integeroverflow
512,SmartContract_No512.sol,Integeroverflow
513,SmartContract_No513.sol,Integeroverflow
514,SmartContract_No514.sol,Integeroverflow
515,SmartContract_No515.sol,Integeroverflow
516,SmartContract_No516.sol,Integeroverflow
517,SmartContract_No517.sol,Integeroverflow
518,SmartContract_No518.sol,Integeroverflow
519,SmartContract_No519.sol,Integeroverflow
520,SmartContract_No520.sol,Integeroverflow
521,SmartContract_No521.sol,Integeroverflow
522,SmartContract_No522.sol,Integeroverflow
523,SmartContract_No523.sol,Integeroverflow
524,SmartContract_No524.sol,Integeroverflow
525,SmartContract_No525.sol,Integeroverflow
526,SmartContract_No526.sol,Integeroverflow
527,SmartContract_No527.sol,Integeroverflow
528,SmartContract_No528.sol,Integeroverflow
529,SmartContract_No529.sol,Integeroverflow
530,SmartContract_No530.sol,Integeroverflow
531,SmartContract_No531.sol,Integeroverflow
532,SmartContract_No532.sol,Integeroverflow
533,SmartContract_No533.sol,Integeroverflow
534,SmartContract_No534.sol,Integeroverflow
535,SmartContract_No535.sol,Integeroverflow
536,SmartContract_No536.sol,Integeroverflow
537,SmartContract_No537.sol,Integeroverflow
538,SmartContract_No538.sol,Integeroverflow
539,SmartContract_No539.sol,Integeroverflow
540,SmartContract_No540.sol,Integeroverflow
541,SmartContract_No541.sol,Integeroverflow
542,SmartContract_No542.sol,Integeroverflow
543,SmartContract_No543.sol,Integeroverflow
544,SmartContract_No544.sol,Integeroverflow
545,SmartContract_No545.sol,Integeroverflow
546,SmartContract_No546.sol,Integeroverflow
547,SmartContract_No547.sol,Integeroverflow
548,SmartContract_No548.sol,Integeroverflow
549,SmartContract_No549.sol,Integeroverflow
550,SmartContract_No550.sol,delegate
551,SmartContract_No551.sol,delegate
552,SmartContract_No552.sol,delegate
553,SmartContract_No553.sol,delegate
554,SmartContract_No554.sol,delegate
555,SmartContract_No555.sol,delegate
556,SmartContract_No556.sol,delegate
557,SmartContract_No557.sol,delegate
558,SmartContract_No558.sol,delegate
559,SmartContract_No559.sol,delegate
560,SmartContract_No560.sol,delegate
561,SmartContract_No561.sol,delegate
562,SmartContract_No562.sol,delegate
563,SmartContract_No563.sol,delegate
564,SmartContract_No564.sol,delegate
565,SmartContract_No565.sol,delegate
566,SmartContract_No566.sol,delegate
567,SmartContract_No567.sol,delegate
568,SmartContract_No568.sol,delegate
569,SmartContract_No569.sol,delegate
570,SmartContract_No570.sol,delegate
571,SmartContract_No571.sol,delegate
572,SmartContract_No572.sol,delegate
573,SmartContract_No573.sol,delegate
574,SmartContract_No574.sol,delegate
575,SmartContract_No575.sol,delegate
576,SmartContract_No576.sol,delegate
577,SmartContract_No577.sol,delegate
578,SmartContract_No578.sol,delegate
579,SmartContract_No579.sol,delegate
580,SmartContract_No580.sol,delegate
581,SmartContract_No581.sol,delegate
582,SmartContract_No582.sol,delegate
583,SmartContract_No583.sol,delegate
584,SmartContract_No584.sol,delegate
585,SmartContract_No585.sol,delegate
586,SmartContract_No586.sol,delegate
587,SmartContract_No587.sol,delegate
588,SmartContract_No588.sol,delegate
589,SmartContract_No589.sol,delegate
590,SmartContract_No590.sol,delegate
591,SmartContract_No591.sol,delegate
592,SmartContract_No592.sol,delegate
593,SmartContract_No593.sol,delegate
594,SmartContract_No594.sol,delegate
595,SmartContract_No595.sol,delegate
596,SmartContract_No596.sol,delegate
597,SmartContract_No597.sol,delegate
598,SmartContract_No598.sol,delegate
599,SmartContract_No599.sol,delegate
600,SmartContract_No600.sol,delegate
601,SmartContract_No601.sol,delegate
602,SmartContract_No602.sol,delegate
603,SmartContract_No603.sol,delegate
604,SmartContract_No604.sol,delegate
605,SmartContract_No605.sol,delegate
606,SmartContract_No606.sol,delegate
607,SmartContract_No607.sol,delegate
608,SmartContract_No608.sol,delegate
609,SmartContract_No609.sol,delegate
610,SmartContract_No610.sol,delegate
611,SmartContract_No611.sol,delegate
612,SmartContract_No612.sol,delegate
613,SmartContract_No613.sol,delegate
614,SmartContract_No614.sol,delegate
615,SmartContract_No615.sol,delegate
616,SmartContract_No616.sol,delegate
617,SmartContract_No617.sol,delegate
618,SmartContract_No618.sol,delegate
619,SmartContract_No619.sol,delegate
620,SmartContract_No620.sol,delegate
621,SmartContract_No621.sol,delegate
622,SmartContract_No622.sol,delegate
623,SmartContract_No623.sol,delegate
624,SmartContract_No624.sol,delegate
625,SmartContract_No625.sol,delegate
626,SmartContract_No626.sol,delegate
627,SmartContract_No627.sol,delegate
628,SmartContract_No628.sol,delegate
629,SmartContract_No629.sol,delegate
630,SmartContract_No630.sol,delegate
631,SmartContract_No631.sol,delegate
632,SmartContract_No632.sol,delegate
633,SmartContract_No633.sol,delegate
634,SmartContract_No634.sol,delegate
635,SmartContract_No635.sol,delegate
636,SmartContract_No636.sol,delegate
637,SmartContract_No637.sol,delegate
638,SmartContract_No638.sol,delegate
639,SmartContract_No639.sol,delegate
640,SmartContract_No640.sol,delegate
641,SmartContract_No641.sol,delegate
642,SmartContract_No642.sol,delegate
643,SmartContract_No643.sol,delegate
644,SmartContract_No644.sol,delegate
645,SmartContract_No645.sol,delegate
646,SmartContract_No646.sol,delegate
647,SmartContract_No647.sol,delegate
648,SmartContract_No648.sol,delegate
649,SmartContract_No649.sol,delegate
650,SmartContract_No650.sol,delegate
651,SmartContract_No651.sol,delegate
652,SmartContract_No652.sol,delegate
653,SmartContract_No653.sol,delegate
